FID,OSREF,COUNTRY,Year,Shape_Leng,Field,Current_Ye,Country_Si,F_year,Shape__Area,Shape__Length
713,SH67,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
714,SH68,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
715,NX64,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
716,NX65,Scotland,0,40000,0, ,Scotland,,100000000,40000
717,NX66,Scotland,0,40000,0, ,Scotland,,100000000,40000
718,NX67,Scotland,0,40000,0, ,Scotland,,100000000,40000
719,NX68,Scotland,0,40000,0, ,Scotland,,100000000,40000
720,NX69,Scotland,0,40000,0, ,Scotland,,100000000,40000
721,NS60,Scotland,0,40000,0, ,Scotland,,100000000,40000
722,NS61,Scotland,0,40000,0, ,Scotland,,100000000,40000
723,NS62,Scotland,0,40000,0, ,Scotland,,100000000,40000
724,NS63,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
725,NS64,Scotland,0,40000,0, ,Scotland,,100000000,40000
726,NS65,Scotland,2019,40000,0,YES,Scotland,2019/01/01 00:00:00+00,100000000,40000
727,NS66,Scotland,2019,40000,0, ,Scotland,2019/01/01 00:00:00+00,100000000,40000
728,NS67,Scotland,2016,40000,0, ,Scotland,2016/01/01 00:00:00+00,100000000,40000
729,NS68,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
730,NS69,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
731,NN60,Scotland,2014,40000,0, ,Scotland,2014/01/01 00:00:00+00,100000000,40000
732,NN61,Scotland,0,40000,0, ,Scotland,,100000000,40000
733,NN62,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
734,NN63,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
735,NN64,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
736,NN65,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
737,NN66,Scotland,0,40000,0, ,Scotland,,100000000,40000
738,NN67,Scotland,0,40000,0, ,Scotland,,100000000,40000
739,NN68,Scotland,0,40000,0, ,Scotland,,100000000,40000
740,NN69,Scotland,0,40000,0, ,Scotland,,100000000,40000
741,NH60,Scotland,0,40000,0, ,Scotland,,100000000,40000
742,NH61,Scotland,0,40000,0, ,Scotland,,100000000,40000
743,NH62,Scotland,2022,40000,0, ,Scotland,2022/01/01 00:00:00+00,100000000,40000
744,NH63,Scotland,2022,40000,0, ,Scotland,2022/01/01 00:00:00+00,100000000,40000
745,NH64,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
746,NH65,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
747,NH66,Scotland,0,40000,0, ,Scotland,,100000000,40000
748,NH67,Scotland,2021,40000,0, ,Scotland,2021/01/01 00:00:00+00,100000000,40000
749,NH68,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
750,NH69,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
751,NC60,Scotland,2021,40000,0, ,Scotland,2021/01/01 00:00:00+00,100000000,40000
752,NC61,Scotland,0,40000,0, ,Scotland,,100000000,40000
753,NC62,Scotland,0,40000,0, ,Scotland,,100000000,40000
754,NC63,Scotland,0,40000,0, ,Scotland,,100000000,40000
755,NC64,Scotland,0,40000,0, ,Scotland,,100000000,40000
756,NC65,Scotland,0,40000,0, ,Scotland,,100000000,40000
757,NC66,Scotland,0,40000,0, ,Scotland,,100000000,40000
758,HX62,Scotland,0,40000,0, ,Scotland,,100000000,40000
759,SX73,England,0,40000,0, ,England,,100000000,40000
760,SX74,England,0,40000,0, ,England,,100000000,40000
761,SX75,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
762,SX76,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
763,SX77,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
764,SX78,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
765,SX79,England,2019,40000,0, ,England,2019/01/01 00:00:00+00,100000000,40000
766,SS70,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
767,SS71,England,2020,40000,0, ,England,2020/01/01 00:00:00+00,100000000,40000
768,SS72,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
769,SS73,England,0,40000,0, ,England,,100000000,40000
770,SS74,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
771,SS75,England,0,40000,0, ,England,,100000000,40000
772,SS77,Wales,0,40000,0, ,Wales,,100000000,40000
773,SS78,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
774,SS79,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
775,SN70,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
776,SN71,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
777,SN72,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
778,SN73,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
779,SN74,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
780,SN75,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
781,SN76,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
782,SN77,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
783,SN78,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
784,SN79,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
785,SH70,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
786,SH71,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
787,SH72,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
788,SH73,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
789,SH74,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
790,SH75,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
791,SH76,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
792,SH77,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
793,SH78,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
794,NX74,Scotland,0,40000,0, ,Scotland,,100000000,40000
795,NX75,Scotland,0,40000,0, ,Scotland,,100000000,40000
796,NX76,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
797,NX77,Scotland,0,40000,0, ,Scotland,,100000000,40000
798,NX78,Scotland,0,40000,0, ,Scotland,,100000000,40000
799,NX79,Scotland,0,40000,0, ,Scotland,,100000000,40000
800,NS70,Scotland,0,40000,0, ,Scotland,,100000000,40000
801,NS71,Scotland,0,40000,0, ,Scotland,,100000000,40000
802,NS72,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
803,NS73,Scotland,0,40000,0, ,Scotland,,100000000,40000
804,NS74,Scotland,0,40000,0, ,Scotland,,100000000,40000
805,NS75,Scotland,2014,40000,0, ,Scotland,2014/01/01 00:00:00+00,100000000,40000
806,NS76,Scotland,0,40000,0, ,Scotland,,100000000,40000
807,NS77,Scotland,2016,40000,0, ,Scotland,2016/01/01 00:00:00+00,100000000,40000
808,NS78,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
809,NS79,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
810,NN70,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
811,NN71,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
812,NN72,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
813,NN73,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
814,NN74,Scotland,2014,40000,0, ,Scotland,2014/01/01 00:00:00+00,100000000,40000
815,NN75,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
816,NN76,Scotland,0,40000,0, ,Scotland,,100000000,40000
817,NN77,Scotland,0,40000,0, ,Scotland,,100000000,40000
818,NN78,Scotland,0,40000,0, ,Scotland,,100000000,40000
819,NN79,Scotland,0,40000,0, ,Scotland,,100000000,40000
820,NH70,Scotland,0,40000,0, ,Scotland,,100000000,40000
821,NH71,Scotland,0,40000,0, ,Scotland,,100000000,40000
822,NH72,Scotland,2022,40000,0, ,Scotland,2022/01/01 00:00:00+00,100000000,40000
823,NH73,Scotland,0,40000,0, ,Scotland,,100000000,40000
824,NH74,Scotland,2021,40000,0, ,Scotland,2021/01/01 00:00:00+00,100000000,40000
825,NH76,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
826,NH77,Scotland,2021,40000,0, ,Scotland,2021/01/01 00:00:00+00,100000000,40000
827,NH78,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
828,NH79,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
829,NC70,Scotland,2021,40000,0, ,Scotland,2021/01/01 00:00:00+00,100000000,40000
830,NC71,Scotland,0,40000,0, ,Scotland,,100000000,40000
831,NC72,Scotland,0,40000,0, ,Scotland,,100000000,40000
832,NC73,Scotland,0,40000,0, ,Scotland,,100000000,40000
833,NC74,Scotland,0,40000,0, ,Scotland,,100000000,40000
834,NC75,Scotland,0,40000,0, ,Scotland,,100000000,40000
835,NC76,Scotland,0,40000,0, ,Scotland,,100000000,40000
836,SX83,England,0,40000,0, ,England,,100000000,40000
837,SX84,England,2022,40000,0, ,England,2022/01/01 00:00:00+00,100000000,40000
838,SX85,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
839,SX86,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
840,SX87,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
841,SX88,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
842,SX89,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
843,SS80,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
844,SS81,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
845,SS82,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
846,SS83,England,0,40000,0, ,England,,100000000,40000
847,SS84,England,0,40000,0, ,England,,100000000,40000
848,SS87,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
849,SS88,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
850,SS89,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
851,SN80,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
852,SN81,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
853,SN82,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
854,SN83,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
855,SN84,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
856,SN85,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
857,SN86,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
858,SN87,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
859,SN88,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
860,SN89,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
861,SH80,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
862,SH81,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
863,SH82,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
864,SH83,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
865,SH84,Wales,2018,40000,0, ,Wales,2018/01/01 00:00:00+00,100000000,40000
866,SH85,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
867,SH86,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
868,SH87,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
869,SH88,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
870,NX84,Scotland,0,40000,0, ,Scotland,,100000000,40000
871,NX85,Scotland,0,40000,0, ,Scotland,,100000000,40000
872,NX86,Scotland,0,40000,0, ,Scotland,,100000000,40000
873,NX87,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
874,NX88,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
875,NX89,Scotland,0,40000,0, ,Scotland,,100000000,40000
876,NS80,Scotland,0,40000,0, ,Scotland,,100000000,40000
877,NS81,Scotland,0,40000,0, ,Scotland,,100000000,40000
878,NS82,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
879,NS83,Scotland,0,40000,0, ,Scotland,,100000000,40000
880,NS84,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
881,NS85,Scotland,2014,40000,0, ,Scotland,2014/01/01 00:00:00+00,100000000,40000
882,NS86,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
883,NS87,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
884,NS88,Scotland,0,40000,0, ,Scotland,,100000000,40000
885,NS89,Scotland,2013,40000,0,YES,Scotland,2013/01/01 00:00:00+00,100000000,40000
886,NN80,Scotland,2014,40000,0, ,Scotland,2014/01/01 00:00:00+00,100000000,40000
887,NN81,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
888,NN82,Scotland,2014,40000,0, ,Scotland,2014/01/01 00:00:00+00,100000000,40000
889,NN83,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
890,NN84,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
891,NN85,Scotland,2013,40000,0, ,Scotland,2013/01/01 00:00:00+00,100000000,40000
892,NN86,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
893,NN87,Scotland,0,40000,0, ,Scotland,,100000000,40000
894,NN88,Scotland,0,40000,0, ,Scotland,,100000000,40000
895,NN89,Scotland,0,40000,0, ,Scotland,,100000000,40000
896,NH80,Scotland,2023,40000,0,YES,Scotland,2023/01/01 00:00:00+00,100000000,40000
897,NH81,Scotland,0,40000,0, ,Scotland,,100000000,40000
898,NH82,Scotland,0,40000,0, ,Scotland,,100000000,40000
899,NH83,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
900,NH84,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
901,NH85,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
902,NH87,Scotland,2021,40000,0, ,Scotland,2021/01/01 00:00:00+00,100000000,40000
903,NH88,Scotland,0,40000,0, ,Scotland,,100000000,40000
904,NH89,Scotland,0,40000,0, ,Scotland,,100000000,40000
905,NC80,Scotland,0,40000,0, ,Scotland,,100000000,40000
906,NC81,Scotland,0,40000,0, ,Scotland,,100000000,40000
907,NC82,Scotland,0,40000,0, ,Scotland,,100000000,40000
908,NC83,Scotland,0,40000,0, ,Scotland,,100000000,40000
909,NC84,Scotland,0,40000,0, ,Scotland,,100000000,40000
910,NC85,Scotland,0,40000,0, ,Scotland,,100000000,40000
911,NC86,Scotland,0,40000,0, ,Scotland,,100000000,40000
912,SX94,England,0,40000,0, ,England,,100000000,40000
913,SX95,England,0,40000,0, ,England,,100000000,40000
914,SX96,England,2022,40000,0, ,England,2022/01/01 00:00:00+00,100000000,40000
915,SX97,England,0,40000,0, ,England,,100000000,40000
916,SX98,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
917,SX99,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
918,SS90,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
919,SS91,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
920,SS92,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
921,SS93,England,0,40000,0, ,England,,100000000,40000
922,SS94,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
923,SS96,Wales,0,40000,0, ,Wales,,100000000,40000
924,SS97,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
925,SS98,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
926,SS99,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
927,SN90,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
928,SN91,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
929,SN92,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
930,SN93,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
931,SN94,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
932,SN95,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
933,SN96,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
934,SN97,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
935,SN98,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
936,SN99,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
937,SH90,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
938,SH91,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
939,SH92,Wales,2018,40000,0, ,Wales,2018/01/01 00:00:00+00,100000000,40000
940,SH93,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
941,SH94,Wales,2018,40000,0, ,Wales,2018/01/01 00:00:00+00,100000000,40000
942,SH95,Wales,2018,40000,0, ,Wales,2018/01/01 00:00:00+00,100000000,40000
943,SH96,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
944,SH97,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
945,SH98,Wales,0,40000,0, ,Wales,,100000000,40000
946,NX90,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
947,NX91,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
948,NX92,England,0,40000,0, ,England,,100000000,40000
949,NX93,England,0,40000,0, ,England,,100000000,40000
950,NX95,Scotland,0,40000,0, ,Scotland,,100000000,40000
951,NX96,Scotland,2016,40000,0, ,Scotland,2016/01/01 00:00:00+00,100000000,40000
952,NX97,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
953,NX98,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
954,NX99,Scotland,0,40000,0, ,Scotland,,100000000,40000
955,NS90,Scotland,0,40000,0, ,Scotland,,100000000,40000
956,NS91,Scotland,0,40000,0, ,Scotland,,100000000,40000
957,NS92,Scotland,0,40000,0, ,Scotland,,100000000,40000
958,NS93,Scotland,2023,40000,0,YES,Scotland,2023/01/01 00:00:00+00,100000000,40000
959,NS94,Scotland,0,40000,0, ,Scotland,,100000000,40000
960,NS95,Scotland,0,40000,0, ,Scotland,,100000000,40000
961,NS96,Scotland,2016,40000,0, ,Scotland,2016/01/01 00:00:00+00,100000000,40000
962,NS97,Scotland,2019,40000,0, ,Scotland,2019/01/01 00:00:00+00,100000000,40000
963,NS99,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
964,NN90,Scotland,2014,40000,0, ,Scotland,2014/01/01 00:00:00+00,100000000,40000
965,NN91,Scotland,2014,40000,0, ,Scotland,2014/01/01 00:00:00+00,100000000,40000
966,NN92,Scotland,2014,40000,0, ,Scotland,2014/01/01 00:00:00+00,100000000,40000
967,NN93,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
968,NN94,Scotland,2014,40000,0, ,Scotland,2014/01/01 00:00:00+00,100000000,40000
969,NN95,Scotland,2014,40000,0, ,Scotland,2014/01/01 00:00:00+00,100000000,40000
970,NN96,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
971,NN97,Scotland,0,40000,0, ,Scotland,,100000000,40000
972,NN98,Scotland,0,40000,0, ,Scotland,,100000000,40000
973,NN99,Scotland,0,40000,0, ,Scotland,,100000000,40000
974,NH90,Scotland,0,40000,0, ,Scotland,,100000000,40000
975,NH91,Scotland,0,40000,0, ,Scotland,,100000000,40000
976,NH92,Scotland,0,40000,0, ,Scotland,,100000000,40000
977,NH93,Scotland,0,40000,0, ,Scotland,,100000000,40000
978,NH94,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
979,NH95,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
980,NH96,Scotland,2023,40000,0,YES,Scotland,2023/01/01 00:00:00+00,100000000,40000
981,NH97,Scotland,0,40000,0, ,Scotland,,100000000,40000
982,NH98,Scotland,2021,40000,0, ,Scotland,2021/01/01 00:00:00+00,100000000,40000
983,NC90,Scotland,0,40000,0, ,Scotland,,100000000,40000
984,NC91,Scotland,0,40000,0, ,Scotland,,100000000,40000
985,NC92,Scotland,0,40000,0, ,Scotland,,100000000,40000
986,NC93,Scotland,0,40000,0, ,Scotland,,100000000,40000
987,NC94,Scotland,0,40000,0, ,Scotland,,100000000,40000
988,NC95,Scotland,0,40000,0, ,Scotland,,100000000,40000
989,NC96,Scotland,0,40000,0, ,Scotland,,100000000,40000
990,SY07,England,0,40000,0, ,England,,100000000,40000
991,SY08,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
992,SY09,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
993,ST00,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
994,ST01,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
995,ST02,England,0,40000,0, ,England,,100000000,40000
996,ST03,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
997,ST04,England,0,40000,0, ,England,,100000000,40000
998,ST06,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
999,ST07,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
1000,ST08,Wales,0,40000,0, ,Wales,,100000000,40000
1001,ST09,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
1002,SO00,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
1003,SO01,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
1004,SO02,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
1005,SO03,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
1006,SO04,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
1007,SO05,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
1008,SO06,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
1009,SO07,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
1010,SO08,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
1011,SO09,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
1012,SJ00,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
1013,SJ01,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
1014,SJ02,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
1015,SJ03,Wales,2018,40000,0, ,Wales,2018/01/01 00:00:00+00,100000000,40000
1016,SJ04,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
1017,SJ05,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
1018,SJ06,Wales,2018,40000,0, ,Wales,2018/01/01 00:00:00+00,100000000,40000
1019,SJ07,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
1020,SJ08,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
1021,SD08,England,0,40000,0, ,England,,100000000,40000
1022,SD09,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
1023,NY00,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
1024,NY01,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
1025,NY02,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
1026,NY03,England,2019,40000,0, ,England,2019/01/01 00:00:00+00,100000000,40000
1027,NY04,England,2019,40000,0, ,England,2019/01/01 00:00:00+00,100000000,40000
1028,NY05,England/Scotland,0,40000,0, ,England,,100000000,40000
1029,NY06,Scotland,0,40000,0, ,Scotland,,100000000,40000
1030,NY07,Scotland,0,40000,0, ,Scotland,,100000000,40000
1031,NY08,Scotland,0,40000,0, ,Scotland,,100000000,40000
1032,NY09,Scotland,0,40000,0, ,Scotland,,100000000,40000
1033,NT00,Scotland,0,40000,0, ,Scotland,,100000000,40000
1034,NT01,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
1035,NT02,Scotland,0,40000,0, ,Scotland,,100000000,40000
1036,NT03,Scotland,0,40000,0, ,Scotland,,100000000,40000
1037,NT04,Scotland,0,40000,0, ,Scotland,,100000000,40000
1038,NT05,Scotland,0,40000,0, ,Scotland,,100000000,40000
1039,NT06,Scotland,2018,40000,0, ,Scotland,2018/01/01 00:00:00+00,100000000,40000
1040,NT07,Scotland,2014,40000,0, ,Scotland,2014/01/01 00:00:00+00,100000000,40000
1041,NT08,Scotland,2014,40000,0, ,Scotland,2014/01/01 00:00:00+00,100000000,40000
1042,NT09,Scotland,2014,40000,0, ,Scotland,2014/01/01 00:00:00+00,100000000,40000
1043,NO00,Scotland,2014,40000,0, ,Scotland,2014/01/01 00:00:00+00,100000000,40000
1044,NO01,Scotland,2012,40000,0, ,Scotland,2012/01/01 00:00:00+00,100000000,40000
1045,NO02,Scotland,2014,40000,0, ,Scotland,2014/01/01 00:00:00+00,100000000,40000
1046,NO03,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
1047,NO04,Scotland,2014,40000,0, ,Scotland,2014/01/01 00:00:00+00,100000000,40000
1048,NO05,Scotland,0,40000,0, ,Scotland,,100000000,40000
1049,NO06,Scotland,0,40000,0, ,Scotland,,100000000,40000
1050,NO07,Scotland,0,40000,0, ,Scotland,,100000000,40000
1051,NO08,Scotland,0,40000,0, ,Scotland,,100000000,40000
